School_code|AgeID|School_name|Street|Town_suburb|Postcode|Phone|School_Email|Fax|Student_number|Indigenous_pct|LBOTE_pct|ICSEA_value|Level_of_schooling|Selective_school|Opportunity_class|School_specialty_type|School_subtype|Support_classes|Preschool_ind|Distance_education|Intensive_english_centre|School_gender|Late_opening_school|Date_1st_teacher|LGA|Electorate|Fed_electorate|Operational_directorate|Principal_network|FACS_district|Local_health_district|AECG_region|ASGS_remoteness|Latitude|Longitude|Assets unit|Date_extracted
8262|10214|Ingleburn High School|Oxford Rd|Ingleburn |2565|9605 6165|ingleburn-h.school@det.nsw.edu.au|9829 2812|613.4|7.0|51.0|938|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1960-01-01|Campbelltown (C)|Macquarie Fields|Macarthur|Ultimo|Glenfield|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-34.005121|150.87152|South Western Sydney|2017-11-03
8263|6422|J J Cahill Memorial High School|Sutherland St|Mascot|2020|9669 5118|jjcahill-h.school@det.nsw.edu.au|9667 4902|319.0|5.0|68.0|962|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Botany Bay (C)|Heffron|Kingsford Smith|Ultimo|Botany Bay|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.927435|151.201835|Sydney|2017-11-03
8265|6470|Sefton High School|41-43 Hector Street|Sefton|2162|9644 4800|sefton-h.school@det.nsw.edu.au|9743 7161|1060.0|1.0|95.0|1017|Secondary School|Partially Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Bankstown (C)|Bankstown|Blaxland|Ultimo|Bankstown|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.879538|151.008799|South Western Sydney|2017-11-03
8266|10439|James Fallon High School|400 Fallon Street|North Albury|2640|(02) 6025 1688|jamesfallo-h.school@det.nsw.edu.au|(02) 6040 1993|722.0|15.0|8.0|925|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Albury (C)|Albury|Farrer|Wagga Wagga|Albury|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1|Inner Regional Australia|-36.060244|146.928971|Southern NSW|2017-11-03
8268|23673|Glenwood High School|Forman Ave & Glenwood Park Dr|Glenwood |2768|9629 9577|glenwood-h.school@det.nsw.edu.au|9629 2796|1474.6|2.0|54.0|1049|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|2005-01-28|Blacktown (C)|Riverstone|Greenway|Macquarie Park|The Hills|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.733029|150.937429|Western Sydney|2017-11-03
8269|6469|Chester Hill High School|Kenward Ave|Chester Hill |2162|9644 1099|chesterhil-h.school@det.nsw.edu.au|9743 7174|1280.2999999999995|1.0|92.0|919|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|Y|Coed|N|1962-01-01|Bankstown (C)|Bankstown|Blaxland|Ultimo|Bankstown|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.874032|150.995411|South Western Sydney|2017-11-03
8270|16292|Wee Waa High School|Purcell Ave|Wee Waa |2388|6795 4477|weewaa-h.school@det.nsw.edu.au|6795 3005|167.60000000000002|35.0|np|822|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|Y|1986-01-01|Narrabri (A)|Barwon|Parkes|Tamworth|Tamworth|Hunter New England & Central Coast|Hunter New England|North Western 1|Outer Regional Australia|-30.219777|149.457028|North Western NSW|2017-11-03
8271|14684|Lucas Heights Community School|132 Old Illawarra Rd|Barden Ridge |2234|9543 8317|lucasheigh-h.school@det.nsw.edu.au|9541 0036|735.6|3.0|20.0|1033|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|N|1992-01-28|Sutherland Shire (A)|Holsworthy|Hughes|Ultimo|Woronora River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.035778|151.004817|Sydney|2017-11-03
8272|14742|Coffs Harbour Senior College|363 Hogbin Drive|Coffs Harbour|2450|6659 3054|coffsharbs-h.school@det.nsw.edu.au|6659 3009|477.6|5.0|7.0||Secondary School|Not Selective|N|Senior College|Year 11 to Year 12||N|N|N|Coed|N|1995-01-28|Coffs Harbour (C)|Coffs Harbour|Cowper|Tamworth|Coffs Harbour|Mid North Coast & Northern NSW|Mid North Coast|Lower North Coast|Inner Regional Australia|-30.330173|153.102656|North Coast|2017-11-03
8273|14747|Cecil Hills High School|Spencer Rd|Cecil Hills |2171|9822 1430|cecilhills-h.school@det.nsw.edu.au|9822 1436|1319.8|1.0|82.0|970|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1996-01-29|Liverpool (C)|Mulgoa|Werriwa|Ultimo|Liverpool|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.895704|150.852043|South Western Sydney|2017-11-03
8274|15387|Tuggerah Lakes Secondary College Tumbi Umbi Campus|Bellevue Rd|Tumbi Umbi |2261|4385 6802|tumbiumbi-h.school@det.nsw.edu.au|4385 6805|1090.0|11.0|9.0|953|Secondary School|Not Selective|N|Junior College|Year 7 to Year 10||N|N|N|Coed|N|1997-02-03|Wyong (A)|The Entrance|Dobell|Macquarie Park|Wyong|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.395596|151.454054|Hunter/Central Coast|2017-11-03
8276|15821|Glenmore Park High School|Glenmore Parkway|Glenmore Park |2745|4733 0155|glenmorepk-h.school@det.nsw.edu.au|4733 0984|837.0|6.0|14.0|968|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1998-01-27|Penrith (C)|Mulgoa|Lindsay|Ultimo|Macarthur|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.791012|150.672564|Western Sydney|2017-11-03
8277|16110|Wyndham College|Nirimba Precinct Eastern Rd|Quakers Hill |2763|9208 7100|wyndhamcol-h.school@det.nsw.edu.au|9208 7199|691.0|4.0|32.0||Secondary School|Not Selective|N|Senior College|Year 11 to Year 12||N|N|N|Coed|N|1999-01-27|Blacktown (C)|Riverstone|Chifley|Macquarie Park|Nirimba|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.724004|150.875297|Western Sydney|2017-11-03
8278|16643|Wadalba Community School|Orchid Way|Wadalba |2259|4392 5000|wadalba-c.school@det.nsw.edu.au|4392 5046|1489.6|9.0|8.0|957|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|N|2000-01-28|Wyong (A)|Wyong|Dobell|Macquarie Park|Wyong|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.264769|151.467432|Hunter/Central Coast|2017-11-03
8279|16629|Lake Munmorah High School|Carters Rd|Lake Munmorah|2259|4358 1411|lakemunmor-h.school@det.nsw.edu.au|4358 1433|714.8|11.0|4.0|945|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|2000-01-28|Wyong (A)|Swansea|Shortland|Macquarie Park|Wyong|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.189743|151.573699|Hunter/Central Coast|2017-11-03
8280|16625|Camden Haven High School|Valley View Rd|Laurieton |2443|6556 8100|camdenhave-h.school@det.nsw.edu.au|6556 8105|1048.0|10.0|1.0|957|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|C|N|Coed|N|2000-01-28|Port Macquarie-Hastings (A)|Port Macquarie|Lyne|Tamworth|Hastings|Mid North Coast & Northern NSW|Mid North Coast|Manning|Inner Regional Australia|-31.639394|152.73608|North Coast|2017-11-03
8281|16647|Great Lakes College Senior Campus|The Northern Parkway|Tuncurry|2428|6555 0555|glcsenior-h.school@det.nsw.edu.au|6557 6511|450.1|7.0|4.0||Secondary School|Not Selective|N|Senior College|Year 11 to Year 12||N|N|N|Coed|N|2003-01-29|Great Lakes (A)|Myall Lakes|Lyne|Tamworth|Great Lakes|Hunter New England & Central Coast|Hunter New England|Manning|Inner Regional Australia|-32.170528|152.50117|North Coast|2017-11-03
8282|16648|Banora Point High School|Eucalyptus Drive|Banora Point |2486|07 5513 1960|Banorapnt-h.school@det.nsw.edu.au|07 5513 1220|599.0|12.0|8.0|949|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|2004-01-27|Tweed (A)|Tweed|Richmond|Tamworth|Tweed|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Major Cities of Australia|-28.215457|153.525324|North Coast|2017-11-03
8284|17056|Georges River College Oatley Senior Campus|Oatley Ave & Hurstville Rd|Oatley |2223|8567 3700|oatleysnr-h.school@det.nsw.edu.au|9570 3622|840.6|1.0|75.0||Secondary School|Not Selective|N|Senior College|Year 11 to Year 12||N|N|N|Coed|N|2001-01-29|Kogarah (C)|Oatley|Banks|Ultimo|Georges River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.977001|151.081391|Sydney|2017-11-03
8286|17057|Mount Annan High School|248 Welling Drive|Mount Annan |2567|4648 0111|mountannan-h.school@det.nsw.edu.au|4648 0042|759.8|5.0|32.0|979|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|2003-01-29|Camden (A)|Camden|Hume|Ultimo|Macarthur|South Western Sydney|South Western Sydney|Dharawal|Major Cities of Australia|-34.057371|150.760739|South Western Sydney|2017-11-03
8288|17890|Cleveland Street Intensive English High School|Cnr Chalmers CLEVELAND Sts|Surry Hills|2010|9319 4807|clevelandi-h.school@det.nsw.edu.au|9698 5691|195.0|0.0|100.0|1019|Secondary School|Not Selective|N|Intensive English|Intensive English Centre||N|N|Y|Coed|N|2002-01-28|Sydney (C)|Newtown|Sydney|Ultimo|Port Jackson|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan East|Major Cities of Australia|-33.889068|151.20578|Sydney|2017-11-03
8289|18072|Great Lakes College Tuncurry Campus|Northern Parkway|Tuncurry|2428|6555 0500|glctuncurr-h.school@det.nsw.edu.au|6557 6511|558.0|12.0|3.0|951|Secondary School|Not Selective|N|Junior College|Year 7 to Year 10||N|N|N|Coed|N|2003-01-29|Great Lakes (A)|Myall Lakes|Lyne|Tamworth|Great Lakes|Hunter New England & Central Coast|Hunter New England|Manning|Inner Regional Australia|-32.170596|152.501308|North Coast|2017-11-03
8290|23659|John Edmondson High School|64 Horningsea Park Drive|Horningsea Park|2171|9825 9815|jedmondson-h.school@det.nsw.edu.au|9825 9857|1195.5|3.0|61.0|976|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|2005-01-28|Liverpool (C)|Liverpool|Werriwa|Ultimo|Liverpool|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.946|150.843226|South Western Sydney|2017-11-03
8291|26004|Rouse Hill High School|105 Withers Road|Rouse Hill|2155|9836 3602|rousehill-h.school@det.nsw.edu.au|9629 2590|828.8|1.0|32.0|1042|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|2009-01-28|The Hills Shire (A)|Castle Hill|Mitchell|Macquarie Park|The Hills|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.688142|150.934312|Western Sydney|2017-11-03
8292|28626|Kariong Mountains High School|Festival Drive|Kariong|2250|4340 0246|kariongmtn-h.school@det.nsw.edu.au|4340 0259|560.4|6.0|10.0|976|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|2010-01-27|Gosford (C)|Gosford|Robertson|Macquarie Park|Wyong|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.43039|151.296076|Hunter/Central Coast|2017-11-03
8308|10464|Corowa High School|Redlands Rd|Corowa |2646|6033 1889|corowa-h.school@det.nsw.edu.au|6033 4099|320.8|3.0|2.0|958|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Corowa Shire (A)|Albury|Farrer|Wagga Wagga|Albury|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1|Inner Regional Australia|-35.993008|146.381577|Southern NSW|2017-11-03
8314|11027|The Henry Lawson High School|49 South Street|Grenfell |2810|6343 1390|henrylawso-h.school@det.nsw.edu.au|6343 2377|172.80000000000004|5.0|4.0|953|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Weddin (A)|Cootamundra|Riverina|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Outer Regional Australia|-33.902722|148.163449|North Western NSW|2017-11-03
8318|6342|Kandos High School|Fleming St|Kandos |2848|6379 4103|kandos-h.school@det.nsw.edu.au|6379 4818|220.0|14.0|3.0|922|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1969-01-01|Mid-Western Regional (A)|Bathurst|Calare|Wagga Wagga|Bathurst|Murrumbidgee, Far West & Western NSW|Western NSW|North Western 1|Inner Regional Australia|-32.855738|149.974588|North Western NSW|2017-11-03
8320|6337|Kogarah High School|Gladstone St|Kogarah |2217|9587 5815|kogarah-h.school@det.nsw.edu.au|9553 8316|939.8|1.0|91.0|979|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|Y|Coed|N|1963-01-01|Kogarah (C)|Kogarah|Barton|Ultimo|Georges River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.961161|151.134227|Sydney|2017-11-03
8325|6407|Moree Secondary College Albert St Campus|Albert St|Moree |2400|6752 1999|mscalberts-h.school@det.nsw.edu.au|6752 1626|209.20000000000002|33.0|6.0||Secondary School|Not Selective|N|Senior College|Year 10 to Year 12||N|N|N|Coed|Y|1961-01-01|Moree Plains (A)|Northern Tablelands|Parkes|Tamworth|Barwon|Hunter New England & Central Coast|Hunter New England|North Western 1|Outer Regional Australia|-29.46645|149.842344|North Western NSW|2017-11-03
8326|7689|Mosman High School|Military Rd|Mosman|2088|9968 1006|mosman-h.school@det.nsw.edu.au|9968 1203|1068.3000000000002|np|33.0|1141|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Mosman (A)|North Shore|Warringah|Macquarie Park|North Sydney|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.829677|151.243425|Northern Sydney|2017-11-03
8328|6418|Murrumburrah High School|Smith St|Harden |2587|6386 2755|murrumburr-h.school@det.nsw.edu.au|6386 3048|124.0|9.0|np|906|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1971-01-01|Harden (A)|Cootamundra|Riverina|Wagga Wagga|Cootamundra|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1 |Inner Regional Australia|-34.559162|148.369808|Southern NSW|2017-11-03
8334|10279|Yass High School|Grampian St|Yass |2582|6226 1711|yass-h.school@det.nsw.edu.au|6226 3174|494.3|7.0|4.0|983|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Yass Valley (A)|Goulburn|Eden-Monaro|Wagga Wagga|Southern Tablelands|Illawarra Shoalhaven & Southern NSW|Southern NSW|Upper South Coast|Inner Regional Australia|-34.835474|148.911066|Southern NSW|2017-11-03
8343|6419|Tumut High School|Bogong Place|Tumut|2720|02 6947 0600|tumut-h.school@det.nsw.edu.au|02 6947 2497|557.0|10.0|3.0|945|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Tumut Shire (A)|Wagga Wagga|Eden-Monaro|Wagga Wagga|Cootamundra|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1|Inner Regional Australia|-35.312212|148.219291|Southern NSW|2017-11-03
8346|6482|Condobolin High School|Innes St|Condobolin|2877|6895 2333|condobolin-h.school@det.nsw.edu.au|6895 3501|205.0|48.0|np|824|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|Y|1967-01-01|Lachlan (A)|Barwon|Parkes|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Outer Regional Australia|-33.091828|147.143195|North Western NSW|2017-11-03
8347|6404|Coonabarabran High School|Newell Hwy|Coonabarabran|2357|6842 1099|coonabarab-h.school@det.nsw.edu.au|6842 2267|388.40000000000003|19.0|5.0|933|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|Y|1962-01-01|Warrumbungle Shire (A)|Barwon|Parkes|Wagga Wagga|Western Plains|Murrumbidgee, Far West & Western NSW|Western NSW|North Western 1|Outer Regional Australia|-31.283104|149.285117|North Western NSW|2017-11-03
8349|6453|Gilgandra High School|Court Street|Gilgandra|2827|6847 2276|gilgandra-h.school@det.nsw.edu.au|6847 1288|237.0|30.0|np|887|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Gilgandra (A)|Barwon|Parkes|Wagga Wagga|Western Plains|Murrumbidgee, Far West & Western NSW|Western NSW|North Western 1|Outer Regional Australia|-31.703431|148.666529|North Western NSW|2017-11-03
8353|6454|Nyngan High School|19-37 Cobar Street|Nyngan|2825|6832 1004|nyngan-h.school@det.nsw.edu.au|6832 1769|174.0|36.0|4.0|881|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|Y|1974-01-01|Bogan (A)|Barwon|Parkes|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 2|Remote Australia|-31.561368|147.188882|North Western NSW|2017-11-03
8355|6449|Bourke High School|34 Tarcoon St|Bourke |2840|6872 2560|bourke-h.school@det.nsw.edu.au|6872 3267|143.0|76.0|np|773|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|Y|1969-01-01|Bourke (A)|Barwon|Parkes|Wagga Wagga|Western Plains|Murrumbidgee, Far West & Western NSW|Western NSW|Western 2|Very Remote Australia|-30.091467|145.948761|North Western NSW|2017-11-03
8356|6481|Cobar High School|Wetherell Cres|Cobar |2835|6836 2705|cobar-h.school@det.nsw.edu.au|6836 1142|250.8|23.0|7.0|926|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|Y|1969-01-01|Cobar (A)|Barwon|Parkes|Wagga Wagga|Lachlan|Murrumbidgee, Far West & Western NSW|Western NSW|Western 2|Remote Australia|-31.501643|145.827881|North Western NSW|2017-11-03
8357|10998|Blayney High School|Water St|Blayney |2799|6368 2100|blayney-h.school@det.nsw.edu.au|6368 3351|358.6|7.0|2.0|942|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1970-05-01|Blayney (A)|Bathurst|Calare|Wagga Wagga|Bathurst|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Inner Regional Australia|-33.531048|149.251081|North Western NSW|2017-11-03
8358|9427|Tenterfield High School|89 High Street|Tenterfield|2372|6736 1138|tenterfiel-h.school@det.nsw.edu.au|6736 2899|262.0|10.0|6.0|947|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1962-01-01|Tenterfield (A)|Lismore|New England|Tamworth|Northern Tablelands|Hunter New England & Central Coast|Hunter New England|North Western 2|Outer Regional Australia|-29.053727|152.016829|North Western NSW|2017-11-03
8360|10638|Finley High School|Tocumwal St|Finley |2713|03 5883 1344|finley-h.school@det.nsw.edu.au|03 5883 2396|372.0|8.0|3.0|954|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Berrigan (A)|Murray|Farrer|Wagga Wagga|Deniliquin|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 2|Inner Regional Australia|-35.640413|145.571271|Southern NSW|2017-11-03
8362|9726|Maclean High School|Woombah Street|Maclean |2463|6645 2244|maclean-h.school@det.nsw.edu.au|6645 2819|866.4|11.0|2.0|961|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Clarence Valley (A)|Clarence|Page|Tamworth|Clarence Valley|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Inner Regional Australia|-29.46644|153.20149|North Coast|2017-11-03
8364|9640|Hastings Secondary College, Port Macquarie Campus|Owen & Burrawan Sts|Port Macquarie |2444|6583 1844|hsc-portmac-school@det.nsw.edu.au|6584 1632|662.6|12.0|7.0|966|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1962-01-01|Port Macquarie-Hastings (A)|Port Macquarie|Cowper|Tamworth|Hastings|Mid North Coast & Northern NSW|Mid North Coast|Lower North Coast|Inner Regional Australia|-31.433295|152.92069|North Coast|2017-11-03
8368|10060|Moruya High School|97 Albert Street|Moruya|2537|4474 2155|moruya-h.school@det.nsw.edu.au|4474 3782|579.8000000000001|15.0|4.0|958|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Eurobodalla (A)|Bega|Gilmore|Wagga Wagga|Far South Coast|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Inner Regional Australia|-35.920195|150.08015|Southern NSW|2017-11-03
8370|6475|Tweed River High School|4-10 Heffron Street|Tweed Heads South|2486|07 5524 3007|tweedriver-h.school@det.nsw.edu.au|07 5524 9501|721.9999999999999|13.0|8.0|950|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Tweed (A)|Tweed|Richmond|Tamworth|Tweed|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Major Cities of Australia|-28.195651|153.541012|North Coast|2017-11-03
8371|9524|Gloucester High School|Ravenshaw St|Gloucester |2422|6558 1605|gloucester-h.school@det.nsw.edu.au|6558 1229|338.6|12.0|2.0|953|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Gloucester (A)|Upper Hunter|Lyne|Tamworth|Great Lakes|Hunter New England & Central Coast|Hunter New England|Manning|Inner Regional Australia|-32.016661|151.959556|North Coast|2017-11-03
8372|7683|The Forest High School|135 Frenchs Forest Rd|Frenchs Forest |2086|9451 5111|theforest-h.school@det.nsw.edu.au|9975 3293|852.6999999999999|np|29.0|1052|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1961-01-01|Warringah (A)|Wakehurst|Mackellar|Macquarie Park|Ku-Ring-Gai|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.750298|151.2298|Northern Sydney|2017-11-03
8373|14678|Five Islands Secondary College|Military Rd|Port Kembla|2505|4274 0621|illawarra-h.school@det.nsw.edu.au|4276 2835|202.7|10.0|12.0||Secondary School|Not Selective|N|Senior College|Year 10 to Year 12||N|N|N|Coed|N|1961-01-01|Wollongong (C)|Wollongong|Cunningham|Wagga Wagga|Wollongong|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.489274|150.913541|Southern NSW|2017-11-03
8374|6489|Brisbane Water Secondary College Woy Woy Campus|Edward St|Woy Woy |2256|4341 1600|woywoy-h.school@det.nsw.edu.au|4344 3263|627.4|10.0|11.0||Secondary School|Not Selective|N|Senior College|Year 10 to Year 12||N|N|N|Coed|N|1962-01-01|Gosford (C)|Gosford|Robertson|Macquarie Park|Gosford|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.492687|151.323582|Hunter/Central Coast|2017-11-03
8377|6336|Picnic Point High School|61 Kennedy Street|Picnic Point|2213|9772 1700|picnicpt-h.school@det.nsw.edu.au|9792 3960|1025.0|3.0|34.0|1006|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1962-01-01|Bankstown (C)|East Hills|Banks|Ultimo|Bankstown|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.964344|151.011457|South Western Sydney|2017-11-03
8379|7716|Pittwater High School|Pittwater Rd & Mona St|Mona Vale |2103|9999 4035|pittwater-h.school@det.nsw.edu.au|9979 5088|995.2|1.0|17.0|1078|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Pittwater (A)|Pittwater|Mackellar|Macquarie Park|Warringah|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.668259|151.302664|Northern Sydney|2017-11-03
8381|15388|Bankstown Senior College|Antwerp St|Bankstown |2200|9707 3288|bankstowns-h.school@det.nsw.edu.au|9790 4678|494.6000000000001|np|99.0||Secondary School|Not Selective|N|Senior College|Year 10 to Year 12||N|N|Y|Coed|N|1963-01-01|Bankstown (C)|Bankstown|Blaxland|Ultimo|Bankstown|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.929121|151.022569|South Western Sydney|2017-11-03
8382|7864|Castle Hill High School|Castle St|Castle Hill |2154|9634 4199|castlehill-h.school@det.nsw.edu.au|9899 6527|1628.7|0.0|45.0|1095|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|The Hills Shire (A)|Castle Hill|Mitchell|Macquarie Park|Dural|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan North|Major Cities of Australia|-33.726635|150.999534|Northern Sydney|2017-11-03
8383|10709|Nepean Creative and Performing Arts High School|Great Western Hwy|Emu Plains |2750|4728 7200|nepean-h.school@det.nsw.edu.au|4735 6141|1077.1|6.0|14.0|994|Secondary School|Not Selective|N|Performing Arts|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Penrith (C)|Penrith|Lindsay|Macquarie Park|Blue Mountains|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.747745|150.668882|Western Sydney|2017-11-03
8384|8161|Westfields Sports High School|406A Hamilton Road|Fairfield West|2165|9604 3333|westfields-h.school@det.nsw.edu.au|9725 4898|1667.8999999999999|3.0|65.0|978|Secondary School|Not Selective|N|Sports|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Fairfield (C)|Fairfield|McMahon|Ultimo|Fairfield|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.866933|150.920432|South Western Sydney|2017-11-03
8385|7806|Greystanes High School|Beresford Rd|Greystanes |2145|9631 9144|greystanes-h.school@det.nsw.edu.au|9896 3087|985.5999999999999|2.0|50.0|981|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Holroyd (C)|Prospect|McMahon|Macquarie Park|Holroyd|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.812495|150.940352|Western Sydney|2017-11-03
